cluster	type	np	lnl	w1	w2
10229	TmiTsi	10	-2184.264064	0.06293	0.04441
1023	All	9	-2050.578972	0.15642	0.15642
1023	Tmi	10	-2050.108858	0.15195	0.30700
1023	Tsi	10	-2049.377321	0.15066	0.77035
1023	TmiTsi	10	-2050.572975	0.15757	0.14873
10231	All	9	-1952.128880	0.23314	0.23314
10231	Tmi	10	-1949.462356	0.22097	999.00000
10231	Tsi	10	-1949.288479	0.21734	1.77214
10231	TmiTsi	10	-1951.766828	0.24719	0.17020
10234	All	9	-613.086609	0.10710	0.10710
10234	Tmi	10	-613.086391	0.10726	0.10467
10234	Tsi	10	-612.862438	0.11201	0.01334
10234	TmiTsi	10	-611.210614	0.08167	0.53009
10236	All	9	-2815.209045	0.11523	0.11523
10236	Tmi	10	-2813.837067	0.10907	0.25975
10236	Tsi	10	-2813.019315	0.10795	0.40577
10236	TmiTsi	10	-2814.446859	0.10660	0.17470
10238	All	9	-3658.375978	0.09739	0.09739
10238	Tmi	10	-3655.046571	0.09094	0.39258
10238	Tsi	10	-3657.754081	0.09431	0.16920
10238	TmiTsi	10	-3658.329582	0.09568	0.10684
1024	All	9	-2561.264144	0.01591	0.01591
1024	Tmi	10	-2560.609836	0.01648	0.00010
1024	Tsi	10	-2560.959565	0.01618	0.00010
1024	TmiTsi	10	-2560.726174	0.01735	0.00651
10242	All	9	-766.654969	0.05477	0.05477
10242	Tmi	10	-766.557109	0.05273	0.08188
10242	Tsi	10	-765.697406	0.04884	0.15694
10242	TmiTsi	10	-766.370362	0.05899	0.00010
10245	All	9	-2062.104553	0.15129	0.15129
10245	Tmi	10	-2050.139231	0.11527	999.00000
10245	Tsi	10	-2057.246504	0.12766	999.00000
10245	TmiTsi	10	-2062.005834	0.14627	0.19521
10246	All	9	-4448.533778	0.13030	0.13030
10246	Tmi	10	-4447.990070	0.12728	0.20648
10246	Tsi	10	-4440.651950	0.12201	999.00000
10246	TmiTsi	10	-4447.639692	0.14044	0.09329
10247	All	9	-6416.043973	0.05504	0.05504
10247	Tmi	10	-6414.639982	0.05325	0.12454
10247	Tsi	10	-6415.889818	0.05444	0.07251
10247	TmiTsi	10	-6415.918770	0.05626	0.04761
10248	All	9	-519.332520	0.01804	0.01804
10248	Tmi	10	-519.215383	0.01867	0.00010
10248	Tsi	10	-520.702347	0.01771	1.35997
10248	TmiTsi	10	-517.301070	0.00873	0.10467
10249	All	9	-13710.659681	0.09949	0.09949
10249	Tmi	10	-13699.638329	0.09171	0.25284
10249	Tsi	10	-13697.752974	0.09259	0.45399
10249	TmiTsi	10	-13709.765186	0.09565	0.12220
10250	All	9	-9782.128835	0.06335	0.06335
10250	Tmi	10	-9777.320782	0.06027	0.16938
10250	Tsi	10	-9779.020029	0.06123	0.20322
10250	TmiTsi	10	-9781.999404	0.06451	0.05751
10251	All	9	-1910.925434	0.18698	0.18698
10251	Tmi	10	-1905.495414	0.16217	1.35276
10251	Tsi	10	-1905.799819	0.16136	1.27596
10251	TmiTsi	10	-1908.898654	0.21172	0.07260
10254	All	9	-1955.403585	0.09079	0.09079
10254	Tmi	10	-1953.602594	0.08515	0.38260
10254	Tsi	10	-1954.664136	0.08679	0.22194
10254	TmiTsi	10	-1955.021520	0.09674	0.05353
10255	All	9	-2543.547534	0.11043	0.11043
10255	Tmi	10	-2543.531324	0.11098	0.09815
10255	Tsi	10	-2543.334133	0.11187	0.04986
10255	TmiTsi	10	-2542.996664	0.10279	0.15585
10256	All	9	-1011.202701	0.14560	0.14560
10256	Tmi	10	-1011.110807	0.15010	0.10693
10256	Tsi	10	-1011.114860	0.14261	0.21451
10256	TmiTsi	10	-1010.769423	0.13189	0.42369
10257	All	9	-1629.606698	0.04854	0.04854
10257	Tmi	10	-1627.714872	0.04435	0.27291
10257	Tsi	10	-1628.263073	0.04551	0.33252
10257	TmiTsi	10	-1629.594152	0.04938	0.04482
10259	All	9	-2479.851196	0.17589	0.17589
10259	Tmi	10	-2474.640220	0.15783	0.98086
10259	Tsi	10	-2478.521350	0.16759	0.44867
10259	TmiTsi	10	-2478.915037	0.19193	0.11643
1026	All	9	-1947.765025	0.02462	0.02462
1026	Tmi	10	-1946.139464	0.02260	0.14898
1026	Tsi	10	-1946.661018	0.02273	0.09628
1026	TmiTsi	10	-1947.738566	0.02418	0.02956
10260	All	9	-2315.394828	0.08875	0.08875
10260	Tmi	10	-2314.149563	0.08343	0.18908
10260	Tsi	10	-2314.516497	0.08541	0.32370
10260	TmiTsi	10	-2306.749372	0.06226	0.27482
10261	All	9	-11263.408451	0.23189	0.23189
10261	Tmi	10	-11259.974773	0.22262	0.44871
10261	Tsi	10	-11256.088686	0.21955	0.86236
10261	TmiTsi	10	-11263.059998	0.23792	0.20459
10262	All	9	-4520.491100	0.02461	0.02461
10262	Tmi	10	-4517.842459	0.02306	0.07281
10262	Tsi	10	-4517.661386	0.02329	0.14785
10262	TmiTsi	10	-4520.184314	0.02360	0.03123
10263	All	9	-3122.429764	0.18982	0.18982
10263	Tmi	10	-3122.116769	0.18534	0.26059
10263	Tsi	10	-3122.136490	0.18605	0.30540
10263	TmiTsi	10	-3122.356783	0.18593	0.21345
10264	All	9	-540.780011	0.03727	0.03727
10264	Tmi	10	-540.412370	0.03964	0.00010
10264	Tsi	10	-540.780080	0.03727	8.38446
10264	TmiTsi	10	-541.116636	0.00848	0.00010
10265	All	9	-3834.595374	0.16472	0.16472
10265	Tmi	10	-3830.847797	0.15269	0.54084
10265	Tsi	10	-3829.376929	0.14961	0.54596
10265	TmiTsi	10	-3834.130415	0.15744	0.22681
10268	All	9	-2645.890318	0.04848	0.04848
10268	Tmi	10	-2645.805378	0.04772	0.06124
10268	Tsi	10	-2641.777846	0.04526	999.00000
10268	TmiTsi	10	-2645.867459	0.04768	0.05443
10269	All	9	-1763.538116	0.14898	0.14898
10269	Tmi	10	-1761.646644	0.13819	0.52407
10269	Tsi	10	-1763.363398	0.14576	0.21999
10269	TmiTsi	10	-1763.358202	0.14297	0.18989
10270	All	9	-14941.461478	0.06042	0.06042
10270	Tmi	10	-14937.518380	0.05806	0.12684
10270	Tsi	10	-14940.639812	0.05953	0.09482
10270	TmiTsi	10	-14941.069734	0.06198	0.05314
10271	All	9	-5042.027374	0.05175	0.05175
10271	Tmi	10	-5041.746780	0.05092	0.08123
10271	Tsi	10	-5041.576832	0.05078	0.09392
10271	TmiTsi	10	-5041.818899	0.05352	0.04284
10272	All	9	-2477.160490	0.05782	0.05782
10272	Tmi	10	-2476.964044	0.05696	0.11146
10272	Tsi	10	-2477.136137	0.05749	0.07245
10272	TmiTsi	10	-2476.690443	0.05345	0.07970
10274	All	9	-2346.813777	0.19173	0.19173
10274	Tmi	10	-2342.550268	0.17462	1.02784
10274	Tsi	10	-2345.992729	0.18493	0.68774
10274	TmiTsi	10	-2344.543658	0.16406	0.41507
10275	All	9	-3164.972951	0.01274	0.01274
10275	Tmi	10	-3158.934962	0.00973	0.11080
10275	Tsi	10	-3162.613634	0.01119	0.10151
10275	TmiTsi	10	-3164.279625	0.01108	0.02103
10276	All	9	-5561.579819	0.22780	0.22780
10276	Tmi	10	-5561.571490	0.22837	0.21647
10276	Tsi	10	-5561.195592	0.22431	0.37288
10276	TmiTsi	10	-5560.848282	0.21609	0.30070
10277	All	9	-3683.753418	0.08385	0.08385
10277	Tmi	10	-3683.591755	0.08462	0.04724
10277	Tsi	10	-3683.522993	0.08269	0.14154
10277	TmiTsi	10	-3683.636531	0.08151	0.09791
10278	All	9	-5647.229939	0.03789	0.03789
10278	Tmi	10	-5644.655756	0.03532	0.09882
10278	Tsi	10	-5645.785004	0.03631	0.10065
10278	TmiTsi	10	-5646.533859	0.04054	0.02716
10282	All	9	-1753.476544	0.15796	0.15796
10282	Tmi	10	-1753.287738	0.15441	0.22951
10282	Tsi	10	-1753.090461	0.16180	0.06111
10282	TmiTsi	10	-1753.068216	0.14794	0.21656
10283	All	9	-3941.553239	0.23803	0.23803
10283	Tmi	10	-3939.930269	0.22875	0.62149
10283	Tsi	10	-3941.548663	0.23848	0.22504
10283	TmiTsi	10	-3941.493108	0.23365	0.26513
10285	All	9	-2879.734546	0.05828	0.05828
10285	Tmi	10	-2877.573642	0.05464	0.22628
10285	Tsi	10	-2879.342550	0.05712	0.14066
10285	TmiTsi	10	-2879.529329	0.06069	0.04239
10286	All	9	-3211.473796	0.14220	0.14220
10286	Tmi	10	-3207.988593	0.13058	0.46828
10286	Tsi	10	-3211.471277	0.14243	0.13610
10286	TmiTsi	10	-3211.151410	0.13666	0.18722
10288	All	9	-1096.826356	0.07556	0.07556
10288	Tmi	10	-1096.216694	0.07805	0.00010
10288	Tsi	10	-1096.728016	0.07688	0.04665
10288	TmiTsi	10	-1095.300777	0.06242	0.21011
10289	All	9	-9339.207230	0.04541	0.04541
10289	Tmi	10	-9338.732481	0.04456	0.06297
10289	Tsi	10	-9338.823929	0.04489	0.07930
10289	TmiTsi	10	-9339.069571	0.04445	0.05016
1029	All	9	-3169.100481	0.20656	0.20656
1029	Tmi	10	-3167.165370	0.19418	0.57233
1029	Tsi	10	-3166.893772	0.19353	0.58694
1029	TmiTsi	10	-3168.958135	0.20029	0.24204
10293	All	9	-3422.263885	0.08478	0.08478
10293	Tmi	10	-3419.288903	0.07676	0.19955
10293	Tsi	10	-3415.039220	0.07512	0.84377
10293	TmiTsi	10	-3422.260154	0.08433	0.08690
10294	All	9	-5288.209135	0.25227	0.25227
10294	Tmi	10	-5287.729723	0.24639	0.33763
10294	Tsi	10	-5285.223257	0.24138	999.00000
10294	TmiTsi	10	-5288.173001	0.25539	0.23764
10297	All	9	-6958.687071	0.20453	0.20453
10297	Tmi	10	-6957.570244	0.19870	0.32379
10297	Tsi	10	-6957.868021	0.20015	0.32657
10297	TmiTsi	10	-6958.685685	0.20414	0.20688
10298	All	9	-8678.799402	0.12327	0.12327
10298	Tmi	10	-8676.516261	0.11939	0.25462
10298	Tsi	10	-8675.850185	0.11909	0.33152
10298	TmiTsi	10	-8677.820971	0.11730	0.15640
10299	All	9	-2560.691356	0.05653	0.05653
10299	Tmi	10	-2559.859743	0.05870	0.01714
10299	Tsi	10	-2560.074669	0.05813	0.01968
10299	TmiTsi	10	-2560.438801	0.05974	0.04471
103	All	9	-5446.759437	0.18015	0.18015
103	Tmi	10	-5446.758662	0.18029	0.17733
103	Tsi	10	-5445.559303	0.17436	0.36186
103	TmiTsi	10	-5446.722729	0.17794	0.19086
10300	All	9	-2213.473359	0.15127	0.15127
10300	Tmi	10	-2213.443875	0.14991	0.16949
10300	Tsi	10	-2212.357592	0.14389	0.89638
10300	TmiTsi	10	-2212.567006	0.13824	0.23124
10306	All	9	-1737.654896	0.00849	0.00849
10306	Tmi	10	-1737.627354	0.00852	0.00010
10306	Tsi	10	-1737.223399	0.00889	0.00010
10306	TmiTsi	10	-1736.588764	0.00668	0.02136
10307	All	9	-3246.029448	0.03198	0.03198
10307	Tmi	10	-3241.815815	0.02833	0.14152
10307	Tsi	10	-3243.222469	0.03000	0.38593
10307	TmiTsi	10	-3245.939503	0.03315	0.02784
10309	All	9	-9797.419742	0.11010	0.11010
10309	Tmi	10	-9796.473876	0.10787	0.17731
10309	Tsi	10	-9796.443768	0.10766	0.16987
10309	TmiTsi	10	-9797.411371	0.10959	0.11233
1031	All	9	-3822.545805	0.12609	0.12609
1031	Tmi	10	-3822.545719	0.12604	0.12684
1031	Tsi	10	-3821.338523	0.12258	0.55430
1031	TmiTsi	10	-3822.413101	0.12269	0.14683
10310	All	9	-3780.205668	0.08788	0.08788
10310	Tmi	10	-3778.061472	0.08232	0.19641
10310	Tsi	10	-3778.706020	0.08446	0.28381
10310	TmiTsi	10	-3779.385637	0.08172	0.12282
10311	All	9	-6179.220676	0.11919	0.11919
10311	Tmi	10	-6178.866662	0.11727	0.17147
10311	Tsi	10	-6178.812505	0.11737	0.18214
10311	TmiTsi	10	-6178.947909	0.12323	0.10169
10312	All	9	-7963.558544	0.06429	0.06429
10312	Tmi	10	-7959.916609	0.06026	0.14089
10312	Tsi	10	-7956.444516	0.06031	0.43236
10312	TmiTsi	10	-7963.557162	0.06443	0.06365
10314	All	9	-4555.465465	0.12848	0.12848
10314	Tmi	10	-4551.836412	0.11970	0.31062
10314	Tsi	10	-4555.395587	0.12923	0.08740
10314	TmiTsi	10	-4555.398544	0.12627	0.13912
10316	All	9	-3524.553276	0.24401	0.24401
10316	Tmi	10	-3524.137553	0.23889	0.44093
10316	Tsi	10	-3520.162118	0.22560	0.95749
10316	TmiTsi	10	-3524.551279	0.24318	0.24888
10317	All	9	-6355.693596	0.06387	0.06387
10317	Tmi	10	-6354.583062	0.06179	0.10930
10317	Tsi	10	-6353.000378	0.06138	0.69754
10317	TmiTsi	10	-6354.146424	0.06942	0.04262
10318	All	9	-2799.995785	0.08073	0.08073
10318	Tmi	10	-2796.345973	0.07426	0.39011
10318	Tsi	10	-2799.458563	0.07834	0.15838
10318	TmiTsi	10	-2799.987114	0.08003	0.08483
10319	All	9	-5476.744979	0.16103	0.16103
10319	Tmi	10	-5475.703569	0.15615	0.27315
10319	Tsi	10	-5476.149934	0.15758	0.27494
10319	TmiTsi	10	-5476.504286	0.15631	0.18370
1032	All	9	-2817.947663	0.12100	0.12100
1032	Tmi	10	-2816.698776	0.11517	0.26456
1032	Tsi	10	-2816.842083	0.11667	0.39407
1032	TmiTsi	10	-2812.388225	0.09823	0.43703
10321	All	9	-1017.111079	0.03677	0.03677
10321	Tmi	10	-1017.019716	0.03593	0.06174
10321	Tsi	10	-1016.514256	0.03831	0.00010
10321	TmiTsi	10	-1015.833369	0.02919	0.16514
10324	All	9	-1889.804204	0.10432	0.10432
10324	Tmi	10	-1889.784542	0.10349	0.11818
10324	Tsi	10	-1889.802770	0.10451	0.10038
10324	TmiTsi	10	-1889.542859	0.09880	0.13515
10325	All	9	-6266.453278	0.22495	0.22495
10325	Tmi	10	-6263.787377	0.21459	0.53920
10325	Tsi	10	-6264.477445	0.21687	0.57217
10325	TmiTsi	10	-6266.286570	0.21910	0.25327
10327	All	9	-2159.590926	0.01159	0.01159
10327	Tmi	10	-2158.939770	0.01218	0.00010
10327	Tsi	10	-2159.490420	0.01168	0.00010
10327	TmiTsi	10	-2159.583808	0.01142	0.01262
10329	All	9	-3807.439081	0.12226	0.12226
10329	Tmi	10	-3805.308069	0.11527	0.28051
10329	Tsi	10	-3805.832854	0.11723	0.38214
10329	TmiTsi	10	-3805.302199	0.13442	0.05464
10332	All	9	-2021.792735	0.01354	0.01354
10332	Tmi	10	-2019.168477	0.01043	0.05883
10332	Tsi	10	-2021.792687	0.01354	0.00010
10332	TmiTsi	10	-2021.290421	0.01615	0.00685
10333	All	9	-3603.891006	0.07341	0.07341
10333	Tmi	10	-3600.945439	0.06800	0.22996
10333	Tsi	10	-3600.944380	0.06802	0.24934
10333	TmiTsi	10	-3603.097989	0.07865	0.04917
10335	All	9	-6117.430944	0.16297	0.16297
10335	Tmi	10	-6117.117196	0.16053	0.22172
10335	Tsi	10	-6116.468142	0.15844	0.28291
10335	TmiTsi	10	-6116.990461	0.16933	0.13164
10336	All	9	-1463.107985	0.09292	0.09292
10336	Tmi	10	-1461.570795	0.08565	0.23498
10336	Tsi	10	-1463.107986	0.09291	2.37783
10336	TmiTsi	10	-1462.668445	0.10188	0.06065
10337	All	9	-3318.248063	0.12607	0.12607
10337	Tmi	10	-3318.039929	0.12382	0.18665
10337	Tsi	10	-3316.474151	0.11928	0.43559
10337	TmiTsi	10	-3318.098421	0.13076	0.10541
10339	All	9	-3030.111474	0.24109	0.24109
10339	Tmi	10	-3023.386404	0.21395	1.18861
10339	Tsi	10	-3029.432626	0.23361	8.82238
10339	TmiTsi	10	-3029.675163	0.25531	0.18206
1034	All	9	-1325.641988	0.07421	0.07421
1034	Tmi	10	-1325.640877	0.07438	0.07055
1034	Tsi	10	-1325.328271	0.07154	0.18338
1034	TmiTsi	10	-1325.622451	0.07611	0.06892
10342	All	9	-4611.850477	0.24361	0.24361
10342	Tmi	10	-4611.846873	0.24304	0.25030
10342	Tsi	10	-4609.217079	0.23145	2.56581
10342	TmiTsi	10	-4611.826074	0.24640	0.23311
10343	All	9	-7733.469056	0.10184	0.10184
10343	Tmi	10	-7731.133901	0.09785	0.20273
10343	Tsi	10	-7726.529317	0.09557	0.43193
10343	TmiTsi	10	-7731.184853	0.11047	0.06804
10344	All	9	-5011.249616	0.03955	0.03955
10344	Tmi	10	-5005.009570	0.03617	0.20423
10344	Tsi	10	-5009.991596	0.03837	0.12574
10344	TmiTsi	10	-5010.957301	0.03780	0.04834
10345	All	9	-1884.591937	0.06397	0.06397
10345	Tmi	10	-1884.569136	0.06359	0.08320
10345	Tsi	10	-1883.397186	0.05984	0.18476
10345	TmiTsi	10	-1883.543351	0.07159	0.02987
10348	All	9	-4691.196131	0.18624	0.18624
10348	Tmi	10	-4691.194110	0.18594	0.19060
10348	Tsi	10	-4687.999651	0.17713	0.82824
10348	TmiTsi	10	-4690.689787	0.17806	0.24471
10349	All	9	-2598.704875	0.06095	0.06095
10349	Tmi	10	-2587.196110	0.05047	2.07252
10349	Tsi	10	-2590.065040	0.05243	4.01465
10349	TmiTsi	10	-2598.702645	0.06065	0.06243
1035	All	9	-14884.641839	0.20013	0.20013
1035	Tmi	10	-14863.397388	0.18344	0.81256
1035	Tsi	10	-14872.992911	0.18992	1.27047
1035	TmiTsi	10	-14876.222400	0.17768	0.31184
10354	All	9	-9525.158386	0.13985	0.13985
10354	Tmi	10	-9520.502653	0.13199	0.31506
10354	Tsi	10	-9522.211769	0.13428	0.32809
10354	TmiTsi	10	-9524.982538	0.13688	0.15347
10358	All	9	-6572.173205	0.20339	0.20339
10358	Tmi	10	-6570.528893	0.19590	0.35213
10358	Tsi	10	-6568.419304	0.19196	0.47947
10358	TmiTsi	10	-6571.831060	0.19720	0.23773
10359	All	9	-5023.615635	0.06174	0.06174
10359	Tmi	10	-5022.771168	0.05998	0.10900
10359	Tsi	10	-5023.116796	0.06083	0.14340
10359	TmiTsi	10	-5017.413217	0.05096	0.12942
1036	All	9	-3634.926228	0.05660	0.05660
1036	Tmi	10	-3634.814640	0.05596	0.07746
1036	Tsi	10	-3634.141557	0.05486	0.13458
1036	TmiTsi	10	-3634.762383	0.05472	0.06814
10360	All	9	-18183.413113	0.05403	0.05403
10360	Tmi	10	-18183.058967	0.05354	0.07016
10360	Tsi	10	-18178.489331	0.05212	0.13039
10360	TmiTsi	10	-18180.535867	0.05042	0.07269
10361	All	9	-1714.665568	0.18537	0.18537
10361	Tmi	10	-1714.395392	0.17909	0.26923
10361	Tsi	10	-1714.297840	0.19077	0.08901
10361	TmiTsi	10	-1714.295821	0.19782	0.12431
10365	All	9	-8044.672911	0.18717	0.18717
10365	Tmi	10	-8039.339764	0.17597	0.49939
10365	Tsi	10	-8038.969413	0.17721	0.85920
10365	TmiTsi	10	-8044.580649	0.19022	0.17302
10367	All	9	-3215.023154	0.08016	0.08016
10367	Tmi	10	-3208.700317	0.07163	0.51555
10367	Tsi	10	-3212.102951	0.07518	0.40266
10367	TmiTsi	10	-3214.774967	0.08419	0.06685
10368	All	9	-2582.737379	0.07550	0.07550
10368	Tmi	10	-2582.259266	0.07355	0.15959
10368	Tsi	10	-2582.646242	0.07473	0.10955
10368	TmiTsi	10	-2582.612065	0.07812	0.06368
1037	All	9	-5881.815421	0.05031	0.05031
1037	Tmi	10	-5879.128324	0.05302	0.01494
1037	Tsi	10	-5877.329882	0.05368	0.00010
1037	TmiTsi	10	-5881.634626	0.04863	0.05766
10370	All	9	-10325.361295	0.15395	0.15395
10370	Tmi	10	-10321.731371	0.14744	0.32299
10370	Tsi	10	-10322.445207	0.14798	0.29688
10370	TmiTsi	10	-10324.509019	0.14800	0.19056
10373	All	9	-2012.421344	0.11013	0.11013
10373	Tmi	10	-2012.176862	0.10739	0.17497
10373	Tsi	10	-2012.421290	0.11010	0.11111
10373	TmiTsi	10	-2012.392360	0.10789	0.11876
10374	All	9	-6391.498687	0.11018	0.11018
10374	Tmi	10	-6391.342818	0.10909	0.13959
10374	Tsi	10	-6381.214324	0.10174	0.92850
10374	TmiTsi	10	-6391.292630	0.10716	0.12367
10376	All	9	-15870.484083	0.13591	0.13591
10376	Tmi	10	-15868.790790	0.13269	0.20130
10376	Tsi	10	-15870.010284	0.13450	0.18199
10376	TmiTsi	10	-15867.938479	0.14447	0.10072
10378	All	9	-2988.404106	0.12926	0.12926
10378	Tmi	10	-2987.393427	0.12464	0.32999
10378	Tsi	10	-2984.088635	0.11945	0.87833
10378	TmiTsi	10	-2988.195675	0.13408	0.10341
1038	All	9	-5908.643216	0.13637	0.13637
1038	Tmi	10	-5904.324016	0.12822	0.41299
1038	Tsi	10	-5905.847673	0.13013	0.38656
1038	TmiTsi	10	-5908.252975	0.13133	0.16432
10380	All	9	-3086.344212	0.06010	0.06010
10380	Tmi	10	-3082.056830	0.05484	0.42339
10380	Tsi	10	-3085.797490	0.05810	0.10610
10380	TmiTsi	10	-3086.006312	0.05687	0.07986
10381	All	9	-2963.826017	0.04204	0.04204
10381	Tmi	10	-2962.622151	0.03888	0.08579
10381	Tsi	10	-2962.765977	0.04318	0.00010
10381	TmiTsi	10	-2962.851843	0.03687	0.07159
10382	All	9	-11427.898699	0.14497	0.14497
10382	Tmi	10	-11425.644690	0.14071	0.25860
10382	Tsi	10	-11422.587808	0.13832	0.35939
10382	TmiTsi	10	-11427.620954	0.14809	0.12859
10387	All	9	-4962.593222	0.11697	0.11697
10387	Tmi	10	-4961.853781	0.11418	0.21683
10387	Tsi	10	-4959.095422	0.11025	0.33085
10387	TmiTsi	10	-4962.021804	0.12260	0.08870
10389	All	9	-5082.483104	0.19981	0.19981
10389	Tmi	10	-5080.294545	0.19145	0.47905
10389	Tsi	10	-5080.301197	0.19221	0.66931
10389	TmiTsi	10	-5081.565371	0.18786	0.27951
10390	All	9	-8053.685706	0.08410	0.08410
10390	Tmi	10	-8051.776081	0.08097	0.16149
10390	Tsi	10	-8051.951116	0.08129	0.16593
10390	TmiTsi	10	-8053.506052	0.08201	0.09265
10391	All	9	-7263.772757	0.11854	0.11854
10391	Tmi	10	-7259.931506	0.11259	0.32133
10391	Tsi	10	-7262.221230	0.11459	0.21894
10391	TmiTsi	10	-7263.400837	0.12280	0.10043
10392	All	9	-2213.821437	0.01890	0.01890
10392	Tmi	10	-2211.004505	0.01613	0.10759
10392	Tsi	10	-2209.773807	0.01584	0.17384
10392	TmiTsi	10	-2213.727376	0.01980	0.01522
10397	All	9	-3991.411769	0.08642	0.08642
10397	Tmi	10	-3988.314699	0.07991	0.26591
10397	Tsi	10	-3989.494357	0.08190	0.27022
10397	TmiTsi	10	-3991.343507	0.08884	0.07808
10398	All	9	-925.004571	0.04836	0.04836
10398	Tmi	10	-924.612313	0.05028	0.00010
10398	Tsi	10	-924.809402	0.04932	0.00010
10398	TmiTsi	10	-922.312119	0.03380	999.00000
10399	All	9	-2019.581047	0.14272	0.14272
10399	Tmi	10	-2019.479765	0.14013	0.18040
10399	Tsi	10	-2019.283438	0.13792	0.64334
10399	TmiTsi	10	-2018.182507	0.12576	0.31229
1040	All	9	-3004.641150	0.05555	0.05555
1040	Tmi	10	-3004.275026	0.05657	0.02360
1040	Tsi	10	-3003.021679	0.05216	0.13521
1040	TmiTsi	10	-3003.825580	0.05107	0.08335
10400	All	9	-2723.368751	0.09675	0.09675
10400	Tmi	10	-2719.963851	0.08775	0.32072
10400	Tsi	10	-2723.177967	0.09482	0.13842
10400	TmiTsi	10	-2722.324912	0.10497	0.05782
10402	All	9	-3979.190970	0.11023	0.11023
10402	Tmi	10	-3976.390223	0.10412	0.33660
10402	Tsi	10	-3979.070080	0.11131	0.07826
10402	TmiTsi	10	-3979.189815	0.10996	0.11192
10404	All	9	-1395.055486	0.08295	0.08295
10404	Tmi	10	-1394.136604	0.07653	0.18794
10404	Tsi	10	-1394.621697	0.07858	0.18060
10404	TmiTsi	10	-1393.121043	0.07039	0.22534
10406	All	9	-4037.655079	0.25559	0.25559
10406	Tmi	10	-4037.461461	0.25155	0.32457
10406	Tsi	10	-4035.281118	0.24347	1.08998
10406	TmiTsi	10	-4037.612522	0.25174	0.27733
10407	All	9	-2981.739068	0.24140	0.24140
10407	Tmi	10	-2981.565147	0.23779	0.32439
10407	Tsi	10	-2981.735217	0.24098	0.26641
10407	TmiTsi	10	-2981.660827	0.24762	0.21048
10408	All	9	-2669.999203	0.03952	0.03952
10408	Tmi	10	-2669.970770	0.03979	0.03305
10408	Tsi	10	-2669.548501	0.03998	0.00010
10408	TmiTsi	10	-2669.968510	0.03879	0.04307
1041	All	9	-5096.148494	0.08893	0.08893
1041	Tmi	10	-5094.288677	0.08524	0.20999
1041	Tsi	10	-5096.023792	0.08806	0.11960
1041	TmiTsi	10	-5095.701303	0.09303	0.06973
10411	All	9	-2356.617862	0.18171	0.18171
10411	Tmi	10	-2355.998091	0.17380	0.29365
10411	Tsi	10	-2353.366115	0.16883	1.75517
10411	TmiTsi	10	-2356.030760	0.16878	0.26479
10412	All	9	-1621.958453	0.09153	0.09153
10412	Tmi	10	-1620.217449	0.08484	0.67589
10412	Tsi	10	-1619.572815	0.08436	0.70701
10412	TmiTsi	10	-1621.918144	0.08913	0.11096
10415	All	9	-3112.917579	0.08777	0.08777
10415	Tmi	10	-3108.156908	0.08068	0.45471
10415	Tsi	10	-3106.779095	0.08099	2.51885
10415	TmiTsi	10	-3112.893240	0.08650	0.09224
10416	All	9	-2296.393025	0.11724	0.11724
10416	Tmi	10	-2294.837655	0.11144	0.57397
10416	Tsi	10	-2294.163268	0.10962	0.39948
10416	TmiTsi	10	-2296.144188	0.12318	0.09698
10417	All	9	-3904.187297	0.09484	0.09484
10417	Tmi	10	-3903.108269	0.09137	0.22053
10417	Tsi	10	-3903.992498	0.09631	0.06449
10417	TmiTsi	10	-3903.797490	0.09988	0.07475
10418	All	9	-5477.905826	0.08117	0.08117
10418	Tmi	10	-5477.904133	0.08127	0.07907
10418	Tsi	10	-5477.678253	0.08015	0.11706
10418	TmiTsi	10	-5477.666044	0.07858	0.09525
10419	All	9	-4839.206114	0.18740	0.18740
10419	Tmi	10	-4838.974465	0.18484	0.25329
10419	Tsi	10	-4838.271047	0.18178	0.31927
10419	TmiTsi	10	-4838.196393	0.17618	0.26266
10421	All	9	-5147.871714	0.02271	0.02271
10421	Tmi	10	-5145.524638	0.02099	0.06109
10421	Tsi	10	-5147.768981	0.02254	0.03907
10421	TmiTsi	10	-5147.865196	0.02253	0.02346
10422	All	9	-2529.663295	0.04904	0.04904
10422	Tmi	10	-2528.653512	0.04611	0.11640
10422	Tsi	10	-2529.222893	0.04740	0.10239
10422	TmiTsi	10	-2529.661126	0.04930	0.04786
10423	All	9	-2014.821714	0.07248	0.07248
10423	Tmi	10	-2010.716231	0.06468	0.57854
10423	Tsi	10	-2012.471110	0.06624	0.30107
10423	TmiTsi	10	-2012.268567	0.05920	0.18078
10424	All	9	-1584.091757	0.09755	0.09755
10424	Tmi	10	-1581.358321	0.08743	0.41361
10424	Tsi	10	-1578.799467	0.08443	2.21328
10424	TmiTsi	10	-1583.664666	0.10503	0.06716
10425	All	9	-5157.753699	0.04175	0.04175
10425	Tmi	10	-5154.185120	0.04281	0.15430
10425	Tsi	10	-5155.933245	0.04720	0.00010
10425	TmiTsi	10	-5156.856460	0.04910	0.03012
10427	All	9	-5291.345239	0.16455	0.16455
10427	Tmi	10	-5290.429743	0.15988	0.29010
10427	Tsi	10	-5289.593467	0.15914	0.45414
10427	TmiTsi	10	-5289.263087	0.18035	0.10624
10428	All	9	-9762.569565	0.22343	0.22343
10428	Tmi	10	-9758.087979	0.21049	0.42365
