cluster	length	speices	N	S	dN	dS	NdN	SdS	w	lnl
101	678	Ipu	532.4	145.6	0.092105	1.233960	49.036702	179.664576	0.0746	-2007.184576
101	678	Tmi	532.4	145.6	0.018294	0.078043	9.7397256	11.3630608	0.2344	-2007.184576
101	678	Tsi	532.4	145.6	0.009039	0.044019	4.8123636	6.4091664	0.2053	-2007.184576
1010	1503	Cid	1120.6	382.4	0.000906	0.094058	1.0152636	35.9677792	0.0096	-3505.276587
1010	1503	Dre	1120.6	382.4	0.002730	0.160171	3.059238	61.2493904	0.0170	-3505.276587
1010	1503	Ipu	1120.6	382.4	0.023557	0.917027	26.3979742	350.6711248	0.0257	-3505.276587
1010	1503	Tmi	1120.6	382.4	0.004592	0.037113	5.1457952	14.1920112	0.1237	-3505.276587
1010	1503	Tsi	1120.6	382.4	0.007348	0.062231	8.2341688	23.7971344	0.1181	-3505.276587
10102	2235	Cid	1624.2	610.8	0.008593	0.083401	13.9567506	50.9413308	0.1030	-6409.316115
10102	2235	Dre	1624.2	610.8	0.021391	0.267342	34.7432622	163.2924936	0.0800	-6409.316115
10102	2235	Ipu	1624.2	610.8	0.063249	0.821387	102.7290258	501.7031796	0.0770	-6409.316115
10102	2235	Tmi	1624.2	610.8	0.010705	0.054099	17.387061	33.0436692	0.1979	-6409.316115
10102	2235	Tsi	1624.2	610.8	0.008090	0.027099	13.139778	16.5520692	0.2985	-6409.316115
10103	1221	Cid	891.0	330.0	0.027133	0.101321	24.175503	33.43593	0.2678	-4264.385869
10103	1221	Dre	891.0	330.0	0.117150	0.308959	104.38065	101.95647	0.3792	-4264.385869
10103	1221	Ipu	891.0	330.0	0.155599	0.841891	138.638709	277.82403	0.1848	-4264.385869
10103	1221	Tmi	891.0	330.0	0.016785	0.060830	14.955435	20.0739	0.2759	-4264.385869
10103	1221	Tsi	891.0	330.0	0.009445	0.018592	8.415495	6.13536	0.5080	-4264.385869
10108	1434	Cid	1015.7	418.3	0.006653	0.102608	6.7574521	42.9209264	0.0648	-4320.855586
10108	1434	Dre	1015.7	418.3	0.026713	0.617882	27.1323941	258.4600406	0.0432	-4320.855586
10108	1434	Ipu	1015.7	418.3	0.076964	1.171886	78.1723348	490.1999138	0.0657	-4320.855586
10108	1434	Tmi	1015.7	418.3	0.007816	0.052404	7.9387112	21.9205932	0.1492	-4320.855586
10108	1434	Tsi	1015.7	418.3	0.012445	0.016788	12.6403865	7.0224204	0.7413	-4320.855586
10109	3966	Cid	3019.8	946.2	0.032666	0.131334	98.6447868	124.2682308	0.2487	-15430.524225
10109	3966	Dre	3019.8	946.2	0.098877	0.318920	298.5887646	301.762104	0.3100	-15430.524225
10109	3966	Ipu	3019.8	946.2	0.324186	1.055731	978.9768828	998.9326722	0.3071	-15430.524225
10109	3966	Tmi	3019.8	946.2	0.030946	0.058500	93.4507308	55.3527	0.5290	-15430.524225
10109	3966	Tsi	3019.8	946.2	0.019435	0.026839	58.689813	25.3950618	0.7241	-15430.524225
10111	1473	Cid	1133.7	339.3	0.010587	0.193199	12.0024819	65.5524207	0.0548	-4226.853141
10111	1473	Dre	1133.7	339.3	0.013193	0.353341	14.9569041	119.8886013	0.0373	-4226.853141
10111	1473	Ipu	1133.7	339.3	0.054926	1.350423	62.2696062	458.1985239	0.0407	-4226.853141
10111	1473	Tmi	1133.7	339.3	0.008497	0.038964	9.6330489	13.2204852	0.2181	-4226.853141
10111	1473	Tsi	1133.7	339.3	0.007352	0.049856	8.3349624	16.9161408	0.1475	-4226.853141
10115	1293	Cid	956.6	336.4	0.033033	0.149368	31.5993678	50.2473952	0.2212	-4157.620885
10115	1293	Dre	956.6	336.4	0.030057	0.224336	28.7525262	75.4666304	0.1340	-4157.620885
10115	1293	Ipu	956.6	336.4	0.140226	1.424777	134.1401916	479.2949828	0.0984	-4157.620885
10115	1293	Tmi	956.6	336.4	0.018986	0.069372	18.1620076	23.3367408	0.2737	-4157.620885
10115	1293	Tsi	956.6	336.4	0.013713	0.039163	13.1178558	13.1744332	0.3502	-4157.620885
10118	1437	Cid	1054.8	382.2	0.019569	0.096661	20.6413812	36.9438342	0.2025	-4863.834812
10118	1437	Dre	1054.8	382.2	0.060843	0.455382	64.1771964	174.0470004	0.1336	-4863.834812
10118	1437	Ipu	1054.8	382.2	0.182694	1.216571	192.7056312	464.9734362	0.1502	-4863.834812
10118	1437	Tmi	1054.8	382.2	0.013227	0.031009	13.9518396	11.8516398	0.4266	-4863.834812
10118	1437	Tsi	1054.8	382.2	0.004300	0.059404	4.53564	22.7042088	0.0724	-4863.834812
10119	975	Cid	702.8	272.2	0.008968	0.185106	6.3027104	50.3858532	0.0484	-2846.625408
10119	975	Dre	702.8	272.2	0.019305	0.245957	13.567554	66.9494954	0.0785	-2846.625408
10119	975	Ipu	702.8	272.2	0.099880	2.672876	70.195664	727.5568472	0.0374	-2846.625408
10119	975	Tmi	702.8	272.2	0.007654	0.069768	5.3792312	18.9908496	0.1097	-2846.625408
10119	975	Tsi	702.8	272.2	0.005765	0.044352	4.051642	12.0726144	0.1300	-2846.625408
10121	540	Cid	419.0	121.0	0.027411	0.558320	11.485209	67.55672	0.0491	-2085.348188
10121	540	Dre	419.0	121.0	0.274267	1.050727	114.917873	127.137967	0.2610	-2085.348188
10121	540	Ipu	419.0	121.0	0.091998	1.467747	38.547162	177.597387	0.0627	-2085.348188
10121	540	Tmi	419.0	121.0	0.021520	0.120328	9.01688	14.559688	0.1788	-2085.348188
10121	540	Tsi	419.0	121.0	0.010409	0.089522	4.361371	10.832162	0.1163	-2085.348188
10122	1191	Cid	899.7	291.3	0.023117	0.056500	20.7983649	16.45845	0.4092	-3772.840473
10122	1191	Dre	899.7	291.3	0.024418	0.728375	21.9688746	212.1756375	0.0335	-3772.840473
10122	1191	Ipu	899.7	291.3	0.125506	1.236563	112.9177482	360.2108019	0.1015	-3772.840473
10122	1191	Tmi	899.7	291.3	0.004682	0.021416	4.2123954	6.2384808	0.2186	-3772.840473
10122	1191	Tsi	899.7	291.3	0.008555	0.059747	7.6969335	17.4043011	0.1432	-3772.840473
10123	1206	Cid	912.4	293.6	0.006509	0.065139	5.9388116	19.1248104	0.0999	-3062.337981
10123	1206	Dre	912.4	293.6	0.014459	0.200009	13.1923916	58.7226424	0.0723	-3062.337981
10123	1206	Ipu	912.4	293.6	0.039232	0.761474	35.7952768	223.5687664	0.0515	-3062.337981
10123	1206	Tmi	912.4	293.6	0.005454	0.074030	4.9762296	21.735208	0.0737	-3062.337981
10123	1206	Tsi	912.4	293.6	0.003237	0.041175	2.9534388	12.08898	0.0786	-3062.337981
10125	936	Cid	714.2	221.8	0.030926	0.221863	22.0873492	49.2092134	0.1394	-3199.103478
10125	936	Dre	714.2	221.8	0.038359	0.346106	27.3959978	76.7663108	0.1108	-3199.103478
10125	936	Ipu	714.2	221.8	0.132870	2.302553	94.895754	510.7062554	0.0577	-3199.103478
10125	936	Tmi	714.2	221.8	0.017410	0.053652	12.434222	11.9000136	0.3245	-3199.103478
10125	936	Tsi	714.2	221.8	0.019553	0.049014	13.9647526	10.8713052	0.3989	-3199.103478
10127	10127	Cid	1391.4	483.6	0.046071	0.183492	64.1031894	88.7367312	0.2511	-6614.458677
10127	10127	Dre	1391.4	483.6	0.042202	0.218927	58.7198628	105.8730972	0.1928	-6614.458677
10127	10127	Ipu	1391.4	483.6	0.211817	1.294406	294.7221738	625.9747416	0.1636	-6614.458677
10127	10127	Tmi	1391.4	483.6	0.018111	0.059205	25.1996454	28.631538	0.3059	-6614.458677
10127	10127	Tsi	1391.4	483.6	0.012230	0.016116	17.016822	7.7936976	0.7589	-6614.458677
1013	1596	Cid	1242.2	353.8	0.000800	0.079398	0.99376	28.0910124	0.0101	-3885.591067
1013	1596	Dre	1242.2	353.8	0.002393	0.414475	2.9725846	146.641255	0.0058	-3885.591067
1013	1596	Ipu	1242.2	353.8	0.019626	1.666999	24.3794172	589.7842462	0.0118	-3885.591067
1013	1596	Tmi	1242.2	353.8	0.005480	0.107783	6.807256	38.1336254	0.0508	-3885.591067
1013	1596	Tsi	1242.2	353.8	0.001204	0.002570	1.4956088	0.909266	0.4684	-3885.591067
10132	951	Cid	682.3	268.7	0.022678	0.086289	15.4731994	23.1858543	0.2628	-2928.282344
10132	951	Dre	682.3	268.7	0.050057	0.282304	34.1538911	75.8550848	0.1773	-2928.282344
10132	951	Ipu	682.3	268.7	0.109228	0.945830	74.5262644	254.144521	0.1155	-2928.282344
10132	951	Tmi	682.3	268.7	0.006032	0.056883	4.1156336	15.2844621	0.1060	-2928.282344
10132	951	Tsi	682.3	268.7	0.000004	0.041204	0.0027292	11.0715148	0.0001	-2928.282344
10133	798	Cid	616.3	181.7	0.005938	0.150832	3.6595894	27.4061744	0.0394	-1893.914650
10133	798	Dre	616.3	181.7	0.003701	0.421551	2.2809263	76.5958167	0.0088	-1893.914650
10133	798	Ipu	616.3	181.7	0.016391	0.796398	10.1017733	144.7055166	0.0206	-1893.914650
10133	798	Tmi	616.3	181.7	0.013273	0.014312	8.1801499	2.6004904	0.9274	-1893.914650
10133	798	Tsi	616.3	181.7	0.004927	0.040175	3.0365101	7.2997975	0.1226	-1893.914650
10134	1026	Cid	767.0	259.0	0.046951	0.283652	36.011417	73.465868	0.1655	-3743.285733
10134	1026	Dre	767.0	259.0	0.042600	0.508905	32.6742	131.806395	0.0837	-3743.285733
10134	1026	Ipu	767.0	259.0	0.203814	1.815217	156.325338	470.141203	0.1123	-3743.285733
10134	1026	Tmi	767.0	259.0	0.011030	0.075099	8.46001	19.450641	0.1469	-3743.285733
10134	1026	Tsi	767.0	259.0	0.015013	0.059054	11.514971	15.294986	0.2542	-3743.285733
10136	468	Cid	352.9	115.1	0.015836	0.087660	5.5885244	10.089666	0.1807	-1350.143458
10136	468	Dre	352.9	115.1	0.047204	0.374782	16.6582916	43.1374082	0.1260	-1350.143458
10136	468	Ipu	352.9	115.1	0.092739	1.394746	32.7275931	160.5352646	0.0665	-1350.143458
10136	468	Tmi	352.9	115.1	0.002845	0.042521	1.0040005	4.8941671	0.0669	-1350.143458
10136	468	Tsi	352.9	115.1	0.002873	0.035337	1.0138817	4.0672887	0.0813	-1350.143458
10137	879	Cid	690.0	189.0	0.006433	0.134049	4.43877	25.335261	0.0480	-2531.929932
10137	879	Dre	690.0	189.0	0.031300	0.611093	21.597	115.496577	0.0512	-2531.929932
10137	879	Ipu	690.0	189.0	0.083891	3.568488	57.88479	674.444232	0.0235	-2531.929932
10137	879	Tmi	690.0	189.0	0.004528	0.060542	3.12432	11.442438	0.0748	-2531.929932
10137	879	Tsi	690.0	189.0	0.002513	0.045323	1.73397	8.566047	0.0555	-2531.929932
10138	747	Cid	506.5	240.5	0.015861	0.097006	8.0335965	23.329943	0.1635	-2370.621877
10138	747	Dre	506.5	240.5	0.040251	0.283269	20.3871315	68.1261945	0.1421	-2370.621877
10138	747	Ipu	506.5	240.5	0.139924	0.862996	70.871506	207.550538	0.1621	-2370.621877
10138	747	Tmi	506.5	240.5	0.016089	0.056923	8.1490785	13.6899815	0.2826	-2370.621877
10138	747	Tsi	506.5	240.5	0.002161	0.019824	1.0945465	4.767672	0.1090	-2370.621877
1014	3219	Cid	2372.4	846.6	0.029070	0.076134	68.965668	64.4550444	0.3818	-10499.207241
1014	3219	Dre	2372.4	846.6	0.051067	0.264784	121.1513508	224.1661344	0.1929	-10499.207241
1014	3219	Ipu	2372.4	846.6	0.176547	0.952202	418.8401028	806.1342132	0.1854	-10499.207241
1014	3219	Tmi	2372.4	846.6	0.018151	0.039738	43.0614324	33.6421908	0.4568	-10499.207241
1014	3219	Tsi	2372.4	846.6	0.012469	0.030690	29.5814556	25.982154	0.4063	-10499.207241
10141	444	Cid	344.3	99.7	0.000002	0.021384	0.0006886	2.1319848	0.0001	-1056.026917
10141	444	Dre	344.3	99.7	0.008925	0.316851	3.0728775	31.5900447	0.0282	-1056.026917
10141	444	Ipu	344.3	99.7	0.014785	1.637910	5.0904755	163.299627	0.0090	-1056.026917
10141	444	Tmi	344.3	99.7	0.002946	0.036425	1.0143078	3.6315725	0.0809	-1056.026917
10141	444	Tsi	344.3	99.7	0.000004	0.039684	0.0013772	3.9564948	0.0001	-1056.026917
10142	831	Cid	605.2	225.8	0.025484	0.039300	15.4229168	8.87394	0.6485	-2405.067985
10142	831	Dre	605.2	225.8	0.016697	0.233188	10.1050244	52.6538504	0.0716	-2405.067985
10142	831	Ipu	605.2	225.8	0.095546	1.203729	57.8244392	271.8020082	0.0794	-2405.067985
10142	831	Tmi	605.2	225.8	0.008299	0.097160	5.0225548	21.938728	0.0854	-2405.067985
10142	831	Tsi	605.2	225.8	0.003341	0.016626	2.0219732	3.7541508	0.2009	-2405.067985
10144	513	Cid	404.0	109.0	0.023273	0.162915	9.402292	17.757735	0.1429	-1313.737624
10144	513	Dre	404.0	109.0	0.007237	0.313933	2.923748	34.218697	0.0231	-1313.737624
10144	513	Ipu	404.0	109.0	0.062503	1.667770	25.251212	181.78693	0.0375	-1313.737624
10144	513	Tmi	404.0	109.0	0.002531	0.000003	1.022524	0.000327	999.0000	-1313.737624
10144	513	Tsi	404.0	109.0	0.000002	0.018750	0.000808	2.04375	0.0001	-1313.737624
10145	3393	Cid	2551.1	841.9	0.039039	0.166350	99.5923929	140.050065	0.2347	-10183.358416
10145	3393	Dre	2551.1	841.9	0.021310	0.361163	54.363941	304.0631297	0.0590	-10183.358416
10145	3393	Ipu	2551.1	841.9	0.048638	1.225028	124.0804018	1031.3510732	0.0397	-10183.358416
10145	3393	Tmi	2551.1	841.9	0.008736	0.052484	22.2864096	44.1862796	0.1664	-10183.358416
10145	3393	Tsi	2551.1	841.9	0.008360	0.037382	21.327196	31.4719058	0.2236	-10183.358416
10146	2184	Cid	1645.8	538.2	0.001939	0.128537	3.1912062	69.1786134	0.0151	-5855.124244
10146	2184	Dre	1645.8	538.2	0.012192	0.315498	20.0655936	169.8010236	0.0386	-5855.124244
10146	2184	Ipu	1645.8	538.2	0.060920	1.437494	100.262136	773.6592708	0.0424	-5855.124244
10146	2184	Tmi	1645.8	538.2	0.005439	0.055316	8.9515062	29.7710712	0.0983	-5855.124244
10146	2184	Tsi	1645.8	538.2	0.003080	0.034047	5.069064	18.3240954	0.0905	-5855.124244
10149	1134	Cid	825.3	308.7	0.009296	0.084052	7.6719888	25.9468524	0.1106	-3267.623830
10149	1134	Dre	825.3	308.7	0.022123	0.254699	18.2581119	78.6255813	0.0869	-3267.623830
10149	1134	Ipu	825.3	308.7	0.097544	0.993449	80.5030632	306.6777063	0.0982	-3267.623830
10149	1134	Tmi	825.3	308.7	0.008045	0.045297	6.6395385	13.9831839	0.1776	-3267.623830
10149	1134	Tsi	825.3	308.7	0.000599	0.040981	0.4943547	12.6508347	0.0146	-3267.623830
10151	5169	Cid	3808.8	1360.2	0.019212	0.123377	73.1746656	167.8173954	0.1557	-16356.756173
10151	5169	Dre	3808.8	1360.2	0.036483	0.262128	138.9564504	356.5465056	0.1392	-16356.756173
10151	5169	Ipu	3808.8	1360.2	0.147164	1.080383	560.5182432	1469.5369566	0.1362	-16356.756173
10151	5169	Tmi	3808.8	1360.2	0.016698	0.037714	63.5993424	51.2985828	0.4428	-16356.756173
10151	5169	Tsi	3808.8	1360.2	0.010068	0.039443	38.3469984	53.6503686	0.2553	-16356.756173
10152	1749	Cid	1283.6	465.4	0.016131	0.192589	20.7057516	89.6309206	0.0838	-4513.439511
10152	1749	Dre	1283.6	465.4	0.006895	0.230385	8.850422	107.221179	0.0299	-4513.439511
10152	1749	Ipu	1283.6	465.4	0.037194	0.784230	47.7422184	364.980642	0.0474	-4513.439511
10152	1749	Tmi	1283.6	465.4	0.003949	0.052419	5.0689364	24.3958026	0.0753	-4513.439511
10152	1749	Tsi	1283.6	465.4	0.001550	0.025624	1.98958	11.9254096	0.0605	-4513.439511
10153	321	Cid	220.8	100.2	0.083258	0.161273	18.3833664	16.1595546	0.5163	-1343.942827
10153	321	Dre	220.8	100.2	0.119597	0.368614	26.4070176	36.9351228	0.3245	-1343.942827
10153	321	Ipu	220.8	100.2	0.253297	0.473608	55.9279776	47.4555216	0.5348	-1343.942827
10153	321	Tmi	220.8	100.2	0.108630	0.003642	23.985504	0.3649284	29.8265	-1343.942827
10153	321	Tsi	220.8	100.2	0.075131	0.038816	16.5889248	3.8893632	1.9356	-1343.942827
10154	4134	Cid	3077.4	1056.6	0.024459	0.202217	75.2701266	213.6624822	0.1210	-14931.480674
10154	4134	Dre	3077.4	1056.6	0.092164	0.801329	283.6254936	846.6842214	0.1150	-14931.480674
10154	4134	Ipu	3077.4	1056.6	0.136770	0.938277	420.895998	991.3834782	0.1458	-14931.480674
10154	4134	Tmi	3077.4	1056.6	0.020096	0.073318	61.8434304	77.4677988	0.2741	-14931.480674
10154	4134	Tsi	3077.4	1056.6	0.017460	0.051918	53.731404	54.8565588	0.3363	-14931.480674
10155	270	Cid	202.1	67.9	0.018575	0.186303	3.7540075	12.6499737	0.0997	-845.666818
10155	270	Dre	202.1	67.9	0.087737	0.347753	17.7316477	23.6124287	0.2523	-845.666818
10155	270	Ipu	202.1	67.9	0.098276	0.773438	19.8615796	52.5164402	0.1271	-845.666818
10155	270	Tmi	202.1	67.9	0.024422	0.020817	4.9356862	1.4134743	1.1731	-845.666818
10155	270	Tsi	202.1	67.9	0.012838	0.059045	2.5945598	4.0091555	0.2174	-845.666818
10158	2682	Cid	1903.2	778.8	0.026213	0.125734	49.8885816	97.9216392	0.2085	-8401.553533
10158	2682	Dre	1903.2	778.8	0.037065	0.304950	70.542108	237.49506	0.1215	-8401.553533
10158	2682	Ipu	1903.2	778.8	0.130905	0.852579	249.138396	663.9885252	0.1535	-8401.553533
10158	2682	Tmi	1903.2	778.8	0.014379	0.054311	27.3661128	42.2974068	0.2648	-8401.553533
10158	2682	Tsi	1903.2	778.8	0.007352	0.025794	13.9923264	20.0883672	0.2850	-8401.553533
10159	1674	Cid	1226.1	447.9	0.070218	0.175973	86.0942898	78.8183067	0.3990	-6881.514238
10159	1674	Dre	1226.1	447.9	0.113530	0.310316	139.199133	138.9905364	0.3659	-6881.514238
10159	1674	Ipu	1226.1	447.9	0.313498	0.963413	384.3798978	431.5126827	0.3254	-6881.514238
10159	1674	Tmi	1226.1	447.9	0.042965	0.052306	52.6793865	23.4278574	0.8214	-6881.514238
10159	1674	Tsi	1226.1	447.9	0.046814	0.054730	57.3986454	24.513567	0.8554	-6881.514238
10161	1548	Cid	1114.3	433.7	0.017883	0.152073	19.9270269	65.9540601	0.1176	-4785.646638
10161	1548	Dre	1114.3	433.7	0.045401	0.334834	50.5903343	145.2175058	0.1356	-4785.646638
10161	1548	Ipu	1114.3	433.7	0.094659	0.987018	105.4785237	428.0697066	0.0959	-4785.646638
10161	1548	Tmi	1114.3	433.7	0.007550	0.059282	8.412965	25.7106034	0.1274	-4785.646638
10161	1548	Tsi	1114.3	433.7	0.003637	0.020750	4.0527091	8.999275	0.1753	-4785.646638
10162	2145	Cid	1602.5	542.5	0.025918	0.159914	41.533595	86.753345	0.1621	-6410.037361
10162	2145	Dre	1602.5	542.5	0.019008	0.248180	30.46032	134.63765	0.0766	-6410.037361
10162	2145	Ipu	1602.5	542.5	0.083789	1.017757	134.2718725	552.1331725	0.0823	-6410.037361
10162	2145	Tmi	1602.5	542.5	0.014284	0.048843	22.89011	26.4973275	0.2925	-6410.037361
10162	2145	Tsi	1602.5	542.5	0.010527	0.045860	16.8695175	24.87905	0.2296	-6410.037361
10163	1017	Cid	753.6	263.4	0.013847	0.054330	10.4350992	14.310522	0.2549	-2665.178971
10163	1017	Dre	753.6	263.4	0.021692	0.259466	16.3470912	68.3433444	0.0836	-2665.178971
10163	1017	Ipu	753.6	263.4	0.064562	0.656338	48.6539232	172.8794292	0.0984	-2665.178971
10163	1017	Tmi	753.6	263.4	0.006666	0.043035	5.0234976	11.335419	0.1549	-2665.178971
10163	1017	Tsi	753.6	263.4	0.000003	0.032878	0.0022608	8.6600652	0.0001	-2665.178971
10167	2859	Cid	2092.0	767.0	0.010181	0.132755	21.298652	101.823085	0.0767	-7654.106516
10167	2859	Dre	2092.0	767.0	0.013491	0.172029	28.223172	131.946243	0.0784	-7654.106516
10167	2859	Ipu	2092.0	767.0	0.046590	0.684909	97.46628	525.325203	0.0680	-7654.106516
10167	2859	Tmi	2092.0	767.0	0.006469	0.045817	13.533148	35.141639	0.1412	-7654.106516
10167	2859	Tsi	2092.0	767.0	0.008086	0.039085	16.915912	29.978195	0.2069	-7654.106516
10168	621	Cid	457.9	163.1	0.017970	0.240789	8.228463	39.2726859	0.0746	-2044.049827
10168	621	Dre	457.9	163.1	0.044434	0.159146	20.3463286	25.9567126	0.2792	-2044.049827
10168	621	Ipu	457.9	163.1	0.103869	1.179717	47.5616151	192.4118427	0.0880	-2044.049827
10168	621	Tmi	457.9	163.1	0.012143	0.075656	5.5602797	12.3394936	0.1605	-2044.049827
10168	621	Tsi	457.9	163.1	0.007842	0.044625	3.5908518	7.2783375	0.1757	-2044.049827
10169	1509	Cid	1103.2	405.8	0.014171	0.137474	15.6334472	55.7869492	0.1031	-4337.135525
10169	1509	Dre	1103.2	405.8	0.019852	0.404933	21.9007264	164.3218114	0.0490	-4337.135525
10169	1509	Ipu	1103.2	405.8	0.050709	0.789436	55.9421688	320.3531288	0.0642	-4337.135525
10169	1509	Tmi	1103.2	405.8	0.009927	0.117836	10.9514664	47.8178488	0.0842	-4337.135525
10169	1509	Tsi	1103.2	405.8	0.006692	0.024571	7.3826144	9.9709118	0.2724	-4337.135525
1017	894	Cid	623.9	270.1	0.020181	0.065747	12.5909259	17.7582647	0.3070	-2768.656409
1017	894	Dre	623.9	270.1	0.035579	0.309982	22.1977381	83.7261382	0.1148	-2768.656409
1017	894	Ipu	623.9	270.1	0.131356	1.400144	81.9530084	378.1788944	0.0938	-2768.656409
1017	894	Tmi	623.9	270.1	0.013698	0.076404	8.5461822	20.6367204	0.1793	-2768.656409
1017	894	Tsi	623.9	270.1	0.004936	0.010257	3.0795704	2.7704157	0.4812	-2768.656409
10170	2832	Cid	2070.1	761.9	0.005810	0.124356	12.027281	94.7468364	0.0467	-7821.960275
10170	2832	Dre	2070.1	761.9	0.009255	0.251468	19.1587755	191.5934692	0.0368	-7821.960275
10170	2832	Ipu	2070.1	761.9	0.081067	1.302281	167.8167967	992.2078939	0.0622	-7821.960275
10170	2832	Tmi	2070.1	761.9	0.003377	0.050797	6.9907277	38.7022343	0.0665	-7821.960275
10170	2832	Tsi	2070.1	761.9	0.005798	0.022566	12.0024398	17.1930354	0.2569	-7821.960275
10171	507	Cid	375.4	131.6	0.012460	0.171494	4.677484	22.5686104	0.0727	-1514.877592
10171	507	Dre	375.4	131.6	0.029074	0.197696	10.9143796	26.0167936	0.1471	-1514.877592
10171	507	Ipu	375.4	131.6	0.139575	1.244688	52.396455	163.8009408	0.1121	-1514.877592
10171	507	Tmi	375.4	131.6	0.009733	0.009771	3.6537682	1.2858636	0.9961	-1514.877592
10171	507	Tsi	375.4	131.6	0.004162	0.030384	1.5624148	3.9985344	0.1370	-1514.877592
10172	975	Cid	731.1	243.9	0.020693	0.125897	15.1286523	30.7062783	0.1644	-2878.990873
10172	975	Dre	731.1	243.9	0.038320	0.177204	28.015752	43.2200556	0.2162	-2878.990873
10172	975	Ipu	731.1	243.9	0.109557	1.417526	80.0971227	345.7345914	0.0773	-2878.990873
10172	975	Tmi	731.1	243.9	0.008602	0.068348	6.2889222	16.6700772	0.1259	-2878.990873
10172	975	Tsi	731.1	243.9	0.002506	0.000003	1.8321366	0.0007317	999.0000	-2878.990873
10177	843	Cid	608.8	234.2	0.005429	0.085538	3.3051752	20.0329996	0.0635	-2011.752954
10177	843	Dre	608.8	234.2	0.018124	0.140932	11.0338912	33.0062744	0.1286	-2011.752954
10177	843	Ipu	608.8	234.2	0.014659	0.632577	8.9243992	148.1495334	0.0232	-2011.752954
10177	843	Tmi	608.8	234.2	0.004958	0.062283	3.0184304	14.5866786	0.0796	-2011.752954
10177	843	Tsi	608.8	234.2	0.001645	0.020140	1.001476	4.716788	0.0817	-2011.752954
10178	2133	Cid	1560.1	572.9	0.004414	0.114763	6.8862814	65.7477227	0.0385	-5320.140882
10178	2133	Dre	1560.1	572.9	0.005265	0.197358	8.2139265	113.0663982	0.0267	-5320.140882
10178	2133	Ipu	1560.1	572.9	0.026843	0.862442	41.8777643	494.0930218	0.0311	-5320.140882
10178	2133	Tmi	1560.1	572.9	0.005844	0.057681	9.1172244	33.0454449	0.1013	-5320.140882
10178	2133	Tsi	1560.1	572.9	0.002666	0.039113	4.1592266	22.4078377	0.0682	-5320.140882
10180	1233	Cid	928.6	304.4	0.016744	0.152784	15.5484784	46.5074496	0.1096	-3522.556921
10180	1233	Dre	928.6	304.4	0.029730	0.288909	27.607278	87.9438996	0.1029	-3522.556921
10180	1233	Ipu	928.6	304.4	0.060578	0.716676	56.2527308	218.1561744	0.0845	-3522.556921
10180	1233	Tmi	928.6	304.4	0.015769	0.037113	14.6430934	11.2971972	0.4249	-3522.556921
10180	1233	Tsi	928.6	304.4	0.010958	0.023788	10.1755988	7.2410672	0.4607	-3522.556921
10181	1833	Cid	1374.7	458.3	0.021703	0.079045	29.8351141	36.2263235	0.2746	-5712.832658
10181	1833	Dre	1374.7	458.3	0.033017	0.260347	45.3884699	119.3170301	0.1268	-5712.832658
10181	1833	Ipu	1374.7	458.3	0.081819	1.098589	112.4765793	503.4833387	0.0745	-5712.832658
10181	1833	Tmi	1374.7	458.3	0.009419	0.067017	12.9482993	30.7138911	0.1405	-5712.832658
10181	1833	Tsi	1374.7	458.3	0.007519	0.028816	10.3363693	13.2063728	0.2609	-5712.832658
10183	1050	Cid	816.8	233.2	0.012833	0.144413	10.4819944	33.6771116	0.0889	-2783.543557
10183	1050	Dre	816.8	233.2	0.011503	0.530790	9.3956504	123.780228	0.0217	-2783.543557
10183	1050	Ipu	816.8	233.2	0.031685	1.883489	25.880308	439.2296348	0.0168	-2783.543557
10183	1050	Tmi	816.8	233.2	0.012213	0.117647	9.9755784	27.4352804	0.1038	-2783.543557
10183	1050	Tsi	816.8	233.2	0.000002	0.016437	0.0016336	3.8331084	0.0001	-2783.543557
10184	1653	Cid	1180.0	473.0	0.012526	0.134893	14.78068	63.804389	0.0929	-4925.486941
10184	1653	Dre	1180.0	473.0	0.022454	0.251263	26.49572	118.847399	0.0894	-4925.486941
